user_id,country,time,event_id,amount
fc68f98b-55b0-4c65-9167-be6820251935,FR,1561144651,LEVEL_1_START,0
3708614b-ea8c-46c7-953c-256177afc359,US,1561144662,LEVEL_1_START,0
f7a941bf-d021-492e-a52d-2b6bc3c5f50b,CA,1561144670,LEVEL_1_START,0
18b23b5c-cfe3-40a5-8784-7bbbfc82f166,DE,1561144686,LEVEL_1_START,0
44e8375c-513d-424b-bb0e-8b20f855e00d,DE,1561144710,LEVEL_1_START,0
96d2c892-7e18-4c3c-a717-b57d593be6d5,DE,1561144712,LEVEL_1_START,0
b5927441-052b-478a-a44d-e5e55da848c7,US,1561144713,LEVEL_1_START,0
9d3c4cb6-ec6e-4776-8530-a210210a3489,US,1561144725,LEVEL_1_START,0
5d7f973d-7905-4ce6-adb7-7e0743b8b652,US,1561144730,LEVEL_1_START,0
02097273-15a7-4870-884a-414dbf082727,US,1561144768,LEVEL_1_START,0
8f1409c5-4af2-4325-85b6-530046c5bfba,DE,1561144776,LEVEL_1_START,0
4d808c3a-c41f-46f4-8469-eba790789020,US,1561144785,LEVEL_1_START,0
1cc2a07b-28b8-4d3d-ab01-58abf8eddecd,CA,1561144789,LEVEL_1_START,0
a2e0e534-d1a0-45b5-8e8a-6151900eb5ae,US,1561144790,LEVEL_1_START,0
5a24e2c0-ec61-4bb6-9fe7-9c7e6f9a0e00,CA,1561144792,LEVEL_1_START,0
b49ddc93-a268-4bf0-891c-baa851488040,CA,1561144798,LEVEL_1_START,0
a52949b6-16b2-4007-802b-145a7dead8bf,US,1561144808,LEVEL_1_START,0
701bc8a8-48d7-4e75-8c58-0855dd15178b,US,1561144811,LEVEL_1_START,0
4a1c83d5-7347-4237-80ff-e3dc810af034,DE,1561144816,LEVEL_1_START,0
28591802-7f40-43a4-8c74-950bbf0a129e,DE,1561144817,LEVEL_1_START,0
20eb1ad1-145b-43d3-8df7-84f4ed650a49,CA,1561144821,LEVEL_1_START,0
7a2485ec-8538-43ea-b26e-261daab8268a,US,1561144823,LEVEL_1_START,0
04c47ce5-54fa-45d6-b6e3-5ed9c0219c66,CA,1561144828,LEVEL_1_START,0
52883875-17d4-499a-aa4a-2664348f4c9a,US,1561144829,LEVEL_1_START,0
dd9e03bd-7bb3-4da0-b2bb-50827373ef1e,DE,1561144832,LEVEL_1_START,0
4c4e5c2a-0b02-4f98-95dd-adc5500500b0,DE,1561144849,LEVEL_1_START,0
fc68f98b-55b0-4c65-9167-be6820251935,FR,1561144851,LEVEL_1_COMPLETE,0
8f2e5909-72e9-40fd-b113-ab0bcb3a58a2,DE,1561144852,LEVEL_1_START,0
93228497-4ad7-449d-9513-01f8a5969e43,FR,1561144857,LEVEL_1_START,0
605c820d-bb5d-4892-9d59-f331d4dce85f,FR,1561144859,LEVEL_1_START,0
3708614b-ea8c-46c7-953c-256177afc359,US,1561144862,LEVEL_1_COMPLETE,0
8b6570fe-d327-4f86-b8bc-6ca2fd71b9f0,CA,1561144866,LEVEL_1_START,0
3d71b71a-6f96-45ea-ae8b-9ab37cc2225b,US,1561144867,LEVEL_1_START,0
f7a941bf-d021-492e-a52d-2b6bc3c5f50b,CA,1561144870,LEVEL_1_COMPLETE,0
6e750d7e-515f-44f1-bdb5-04e3ccaa69c3,US,1561144871,LEVEL_1_START,0
49be5c23-3d73-4b18-b86b-d7b94f7bc887,US,1561144872,LEVEL_1_START,0
651ad7f6-8fcf-4641-9822-6ae3d4b72960,CA,1561144874,LEVEL_1_START,0
56c8d1a9-f757-44b7-82c1-13a787e76542,US,1561144878,LEVEL_1_START,0
7c76810a-f50c-4155-8df3-15ffaa8c4043,US,1561144882,LEVEL_1_START,0
179e1ee2-996a-4ce1-b6ac-34a11a7ca62d,CA,1561144883,LEVEL_1_START,0
18b23b5c-cfe3-40a5-8784-7bbbfc82f166,DE,1561144886,LEVEL_1_COMPLETE,0
af31131c-c565-4429-9854-a3ed11de42c7,US,1561144893,LEVEL_1_START,0
128f9319-542a-47c8-906f-11b864f912dc,US,1561144896,LEVEL_1_START,0
b3027de3-3b87-4425-ae1f-6548350aeebc,US,1561144897,LEVEL_1_START,0
cf9e51c1-cf31-426e-bd1e-42c7010e414f,FR,1561144903,LEVEL_1_START,0
da57040b-e057-495f-85b5-f2ea95da95b8,US,1561144905,LEVEL_1_START,0
8f392b4f-d404-4e2c-a429-d1120049c243,FR,1561144908,LEVEL_1_START,0
44e8375c-513d-424b-bb0e-8b20f855e00d,DE,1561144910,LEVEL_1_COMPLETE,0
333abf56-6e1a-4f5c-ad0e-0de015e865f5,US,1561144911,LEVEL_1_START,0
96d2c892-7e18-4c3c-a717-b57d593be6d5,DE,1561144912,LEVEL_1_COMPLETE,0
b5927441-052b-478a-a44d-e5e55da848c7,US,1561144913,LEVEL_1_COMPLETE,0
3f3e6651-c414-44de-9c85-86a8915b5f5e,US,1561144915,LEVEL_1_START,0
288fe4fb-be66-4853-9807-1ed09a0d09d9,DE,1561144923,LEVEL_1_START,0
9d3c4cb6-ec6e-4776-8530-a210210a3489,US,1561144925,LEVEL_1_COMPLETE,0
5d7f973d-7905-4ce6-adb7-7e0743b8b652,US,1561144930,LEVEL_1_COMPLETE,0
481e8a4c-e6e5-4639-9532-57c34e37cf74,DE,1561144935,LEVEL_1_START,0
fb0848fa-8836-423a-bb98-066e966664d8,UK,1561144940,LEVEL_1_START,0
f82f50cb-a048-42e3-8bdc-2bcdc77ed200,US,1561144946,LEVEL_1_START,0
f72addbe-5809-459c-919c-aa0a3489388d,US,1561144950,LEVEL_1_START,0
99e51c0d-258b-40bb-bf11-85d9710c8543,DE,1561144955,LEVEL_1_START,0
5a8168ee-1f98-490d-bae0-ba0ed663fef5,US,1561144961,LEVEL_1_START,0
54d81e05-6897-467f-b62b-530814ac5307,DE,1561144967,LEVEL_1_START,0
02097273-15a7-4870-884a-414dbf082727,US,1561144968,LEVEL_1_COMPLETE,0
8d0cf004-2ba0-4f78-a486-b33fbc862d80,US,1561144971,LEVEL_1_START,0
0b35a377-8e61-433d-a954-2c8a1b775066,US,1561144973,LEVEL_1_START,0
8f1409c5-4af2-4325-85b6-530046c5bfba,DE,1561144976,LEVEL_1_COMPLETE,0
4d808c3a-c41f-46f4-8469-eba790789020,US,1561144985,LEVEL_1_COMPLETE,0
df4b7ccf-28c7-47ca-a372-cf482fa462c4,UK,1561144987,LEVEL_1_START,0
29525d34-b43c-44e9-a635-8bac80bcb1e4,CA,1561144988,LEVEL_1_START,0
1cc2a07b-28b8-4d3d-ab01-58abf8eddecd,CA,1561144989,LEVEL_1_COMPLETE,0
